,hashTan,hashVin,DeviceId,TripId,SubTripId,SubtripStartLocation,SubtripEndLocation,SubtripDistance,SubtripTimePeriod,SubtripWayCategory,SubtripWayType,SubtripStreets,SubtripCities,Subtrip_MTFCC,Subtrip_RTTYP,SubtripFrequency
1403,5238965894433443661,-690709167102569567,3210028469,3210028469_14,3210028469_14_2,"(29.784721, -95.747246)","(29.82989, -95.50641)",27.447,30.0,"{'Steps': 1, 'Highway': 5, 'No_category': 6}","{'Street': 2, 'Road': 3, 'State_Road': 4}","['Katy Freeway', 'Clay Road', '1040 West Sam Houston Parkway North', 'Harris County Annex 13', 'Pitner Pocket Park']","['Barker', 'Katy', 'Houston']",['S1100'],"['M', 'U']",1
1404,5238965894433443661,-690709167102569567,3210028469,3210028469_15,3210028469_15_1,"(29.832447, -95.53828)","(29.796452, -95.74688)",22.945,23.466,"{'Steps': 2, 'Highway': 4, 'No_category': 4}","{'Street': 2, 'Road': 3, 'State_Road': 4}","[""Steak 'n Shake"", 'Kempwood Drive', 'Echelon Drive', 'Primewest Parkway', 'Harris County Annex 13']","['Katy', 'Houston']",['S1100'],['U'],1
1405,5238965894433443661,-690709167102569567,3210028469,3210028469_15,3210028469_15_2,"(29.79612, -95.75207)","(29.653585, -97.591896)",200.264,135.0,"{'Highway': 19, 'No_category': 17}","{'Street': 4, 'Road': 11, 'State_Road': 23}","['TX 71-F Business', '2103 Milam Street', '190 US Highway 90', 'Farm-to-Market Road 1890', 'Loves Tire Service', 'Ragsdale Road', 'FM 1489', 'Drymalla Road', 'Frontage Road', 'East State Highway 71 Bypass', 'Subway', 'Hennessey Performance', ""Peter's BBQ"", 'Outlet Mall Drive', 'Oeding Lane', 'Boggy Creek', 'I 10', 'US 90 West', 'Texaco', 'Blankenburg Lane', 'Old Waelder Road', 'County Road 278', 'Flatonia Cemetery', 'TX 71-E Business', 'East County Road 428', 'Saint Matthews Church', 'O Quinn Branch Road', 'Grewe Cemetery']","['San Felipe', 'Fayetteville', 'Flatonia', 'Katy', 'Alleyton', 'Columbus', 'Glidden', 'Waelder', 'Ellinger', 'Sealy', 'La Grange', 'Brookshire', 'Luling']",['S1100'],"['I', 'U']",3
1406,5238965894433443661,-690709167102569567,3210028469,3210028469_15,3210028469_15_3,"(29.648407, -97.68552)","(32.01441, -102.1562)",596.807,395.0,"{'Highway': 55, 'No_category': 36}","{'Street': 2, 'Road': 12, 'State_Road': 74}","['8101 Callaghan Road', '8 11th Street', 'Taylor Box Road', 'Tractor Supply Company', 'Thompson Road', 'North Loop 250 West', 'Apache Rifleworks', 'King Street', 'Dry Santa Clara Creek', 'Stokes Road', 'Monahans Draw', 'South Interstate Highway  10 Access Road', 'West Hausman Road', 'Loop 291', 'Chimney Bluff', 'Academy Sports + Outdoors', 'County Road 185', 'Vinson Road', 'Hughes Road', 'Baskin-Robbins', 'RM 3130', 'County Road 205', 'Midway Road', 'RM 2291', 'Strube Road', 'Medina Street', '1443 North', 'Interstate Highway  10 Access Road', 'County Road 2731', 'Thrill Hill Drive', 'I-10 Service Road', 'Bloys Road Northwest', '2702 Jay Road', 'Brunson SWD', 'Northeast Loop 410', 'TX 137', 'Loop 467', 'RM 1989', '1000 Harper Road', 'Allerkamp Road North', 'Jsw Road', 'Bunker Made', 'Walters Lane', 'Crockett Drive', 'I 10', 'Interstate 10 East', 'Daniel Road', '4100 TX 158', 'Stillwater Lane', 'Pfeil Road', 'Schneider Road', 'Solid Rock Fellowship Out West', 'RM 1312', '1338 West Agarita Avenue', 'Diamond J Ranch Road', 'Friend Road', 'West Interstate 10', 'Weatherby Lane', 'Spraberry Church', 'North Pine Street', 'Kingfisher Bluff', 'Napa Landing', 'John Fields Ranch Airport', 'County Road 110', 'TX 158']","['Boerne', 'Comfort', 'Kingsbury', 'Sonora', 'San Antonio', 'Kerrville', 'Junction', 'Garden City', 'Marion', 'Big Lake', 'Seguin', 'Midland', 'Ozona', 'Center Point', 'Mountain Home', 'Saint Hedwig', 'Luling']",['S1100'],"['S', 'I', 'U']",3
1407,5238965894433443661,-690709167102569567,3210028469,3210028469_16,3210028469_16_1,"(32.001083, -102.15509)","(29.979303, -98.90438)",486.122,310.0,"{'Highway': 30, 'No_category': 42}","{'Street': 5, 'Road': 7, 'State_Road': 63}","['Interstate Highway 10 Service Road', '3 Mill Road Northwest', 'County Road 302', ""Love's"", 'North Llano RIver', 'US 277 South', 'Foster Ranch Road', 'Humble Road', 'Monahans Draw', 'Armadillo Road', 'Loop 291', 'Ranch-to-Market Road 2034', 'Shiloh Ramp', 'I-10 Frontage Road', 'East County Road 130', 'US 83 North', 'Sunglo', 'Longhorn Run North', 'County Road 310', 'McNut Lane', 'RM 3130', 'South Concho River', 'Bois D Arc Access Road', 'Edmund Jenschke', 'County Road 102', 'County Road 230', 'W H Reed Reservoir', 'West Loop 306', '3028 West', 'The Hadora Road', 'Currie Reservoir', 'Sour Mash Drive', 'Soil Conservation Service Site 8 Dam', 'Brunson SWD', 'Farm to Market Road 2169', 'Mulberry Street', 'County Road 202', 'Bade Road', 'Site Number Six', 'McDonald Road', 'I 10', 'Baker Road', '1476 North', 'US 87 North', 'Meador Draw', 'TX 158 East', 'Kinney Street', 'Lacy Street', 'East Interstate 20 Frontage Road', 'Old Sterling Highway', 'Spraberry Church', ""Bois d'Arc Draw"", 'Exxon', 'Grape Creek Road', 'John Fields Ranch Airport', 'TX 137', 'US 87 South', 'Gaston Road', 'Rogers Trail', 'TX 158', 'John Curry Road']","['Christoval', 'Eldorado', 'Sterling City', 'Comfort', 'San Angelo', 'Garden City', 'Junction', 'Mountain Home', 'Water Valley', 'Midland', 'Carlsbad', 'Sonora', 'Kerrville']",['S1100'],"['M', 'U', 'I', 'S']",1
1408,5238965894433443661,-690709167102569567,3210028469,3210028469_16,3210028469_16_2,"(29.95259, -98.88444)","(29.796412, -95.74694)",347.518,225.0,"{'Steps': 1, 'Highway': 44, 'No_category': 8}","{'Street': 2, 'Road': 6, 'State_Road': 44}","['Nellie Street', '90th Infantry Division Highway', 'Lezak Road', 'Sumo Japanese Steakhouse', 'Mound Road', 'Columbus Road North', 'Martinez Creek', 'Iron Mountain Road', 'Hensarling Road', 'West Interstate Highway 10 Frontage Road', ""Loves' # 484 - Weimar"", 'Cross Road', 'Security Service Parkway', '3931 US 90', 'Woods Road', 'I-10 Service Road', 'Franz Road', 'County Road 413', ""McDonald's"", 'South Pan Am Expressway', 'Old Ilka Road', 'West New Braunfels Street', 'North Summitry Circle', ""Good 'Ol Boys"", 'I 10', 'Interstate 10 East', 'Bird House Hill Road', 'Quail Bend', 'Ladewig Lane', 'Frelsburg Road', 'Tesla', 'County Road 17', 'Roosevelt Road', 'Interstate 10 West', 'Donigan Road', 'West Grand Parkway North Frontage Road', 'West Interstate 10', 'Prairie Hill', 'US 87 South', 'Salt Lake']","['Boerne', 'San Felipe', 'Weimar', 'Kingsbury', 'San Antonio', 'Schulenburg', 'Flatonia', 'Marion', 'Katy', 'Seguin', 'Alleyton', 'Waelder', 'Houston', 'Sealy', 'Center Point', 'Brookshire', 'Converse', 'Luling']",['S1100'],"['S', 'I', 'U']",3
1409,5238965894433443661,-690709167102569567,3210028469,3210028469_16,3210028469_16_3,"(29.802135, -95.7518)","(30.062567, -95.90566)",38.969,30.0,"{'Steps': 5, 'Highway': 7, 'No_category': 4}","{'Street': 1, 'Road': 4, 'State_Road': 6}","['Franz Road', ""Love's"", 'Wells Elementary', 'West Grand Parkway North Frontage Road', 'Northwest Freeway Frontage Road', 'Saddlewood']","['Katy', 'Houston', 'Waller', 'Cypress']",['S1100'],['S'],1
1410,-1539200539818536194,-968257221080321413,3210029975,3210029975_1,3210029975_1_1,"(34.26487, -79.73015)","(34.94148, -78.89854)",115.103,70.0,"{'Highway': 14, 'No_category': 2}","{'Street': 2, 'Road': 1, 'State_Road': 14}","['Little Marsh Rd', 'McCayhan Cemetery', 'Andrew Jackson Highway', 'Carper Road', 'High Pockets Place', 'Cedar Grove Church Road', 'Black Creek', 'Boyce Road', 'Wal Mart Drive', 'I 95 Business', 'Magnolia Community Park', 'Motel 6', 'Old Mill Creek', 'Browns Creek Road']","['Hamer', 'Lumberton', 'Latta', 'Saint Pauls', 'Rowland', 'Hope Mills', 'Parkton', 'Dillon']",['S1100'],"['I', 'U']",2
1411,-1539200539818536194,-968257221080321413,3210029975,3210029975_2,3210029975_2_1,"(34.88276, -78.961525)","(35.16063, -79.42011)",67.294,55.0,"{'Highway': 2, 'No_category': 11}","{'Street': 3, 'Road': 10, 'State_Road': 6}","['Walmart Supercenter', 'I 95 South', 'Oakdale Gin Road', 'Rex Road', 'West Palmer Street', 'Cracker Barrel', 'Dundarrach Community Church', 'Aberdeen Creek', 'Old Nc 211 McCain', 'Henderson Street', 'West Main Street', 'Carolina Road']","['Aberdeen', 'Saint Pauls', 'Rex', 'Lumber Bridge', 'Parkton', 'Raeford', 'Southern Pines']",['S1100'],['I'],1
1412,-1539200539818536194,-968257221080321413,3210029975,3210029975_2,3210029975_2_2,"(35.20609, -79.47398)","(36.03853, -80.3222)",147.509,110.0,"{'Highway': 14, 'No_category': 14}","{'Street': 3, 'Road': 5, 'State_Road': 18}","[""Wendy's"", 'Lick Creek', 'Carriage Way Road', 'Childers Park', 'Eagle Springs Road', 'Caraway Creek', 'Pounder Fork', 'US 220 North', 'Clarksbury Church Road', 'Schlitz Avenue', 'Landmark Drive', 'Deep Creek', 'Silas Creek Parkway', 'Old US Hwy 52', 'Gray Rock Road North', 'Asheworth Branch', '1976 South Stratford Road', 'Williams Creek', 'Exxon', 'US 52 North', 'Westpoint Boulevard', 'Reed Creek']","['Eagle Springs', 'Thomasville', 'Winston Salem', 'Trinity', 'Lexington', 'Randleman', 'Asheboro', 'West End', 'Pinehurst']",['S1100'],"['S', 'I', 'U']",1
1413,-1539200539818536194,-968257221080321413,3210029975,3210029975_2,3210029975_2_3,"(36.063473, -80.310715)","(35.384956, -80.69008)",95.412,65.0,"{'Highway': 13, 'No_category': 3}","{'Street': 1, 'Road': 2, 'State_Road': 13}","['Old Concord Road', 'Citgo', 'Marshalls', 'US 601 North', 'Dana Court', 'Town Creek', 'Cold Water Creek', 'Weddington Road Northwest', 'Belmont Boulevard', 'US 52 North', 'Fryes Creek', 'South Fork Muddy Creek', 'Montclair Drive']","['Kannapolis', 'Linwood', 'China Grove', 'Concord', 'Spencer', 'Winston Salem']",['S1100'],"['I', 'S']",1
1414,-1539200539818536194,-968257221080321413,3210029975,3210029975_2,3210029975_2_4,"(35.40328, -80.691986)","(35.125744, -80.92937)",49.428,35.0,"{'Highway': 7, 'No_category': 3}","{'Street': 2, 'Road': 2, 'State_Road': 7}","['JELD-WEN', 'I 485', 'Long Creek', 'Ridge Road', 'Continental Boulevard', 'Dixie Grill', 'Old Statesville Road']","['Charlotte', 'Concord']",['S1100'],"['M', 'I']",3
1415,-1539200539818536194,-968257221080321413,3210029975,3210029975_2,3210029975_2_5,"(35.117474, -80.928215)","(36.585236, -79.42954)",221.942,145.0,"{'Steps': 1, 'Highway': 28, 'No_category': 7}","{'Street': 3, 'Road': 2, 'State_Road': 29}","['Ruben Linker Road Northwest', 'Lawson Street', 'South Boundary Es Street', 'I 40', 'Cold Water Creek', 'Ella Street', 'US 158 West', 'Swann Crossing', '9201 Southern Pine Boulevard', 'Candy Creek', 'Preddy Boulevard', 'Vickrey Chapel Road', 'Porter Road', 'Hamby Creek', 'Muddy Creek', 'Doby Creek', 'I 85 South', 'Peace Road', ""Sam's Club"", 'Rountree Road', 'Stirrup Court', 'Lick Fork', 'Eckerson Road', 'Lake Fisher Dam', 'Wil-Cox Way', 'Gussie Lane Northwest', 'Emerson Road', 'US 21 South']","['Charlotte', 'East Spencer', 'Greensboro', 'High Point', 'Kannapolis', 'Linwood', 'Thomasville', 'Reidsville', 'China Grove', 'Danville', 'Browns Summit', 'Lexington', 'Concord']",['S1100'],"['I', 'U']",3
1416,-1539200539818536194,-968257221080321413,3210029975,3210029975_2,3210029975_2_6,"(36.54506, -79.4629)","(36.725002, -79.87462)",44.178,40.0,"{'Highway': 2, 'No_category': 7}","{'Street': 3, 'Road': 3, 'State_Road': 6}","['A L Philpott Highway', 'Vandola Church Road', 'Grays Park Road', 'Northside Drive', 'Hillside Drive', 'Cherrytree Branch', 'Kings Mountain Road', 'Mehler Lane']","['Danville', 'Axton', 'Martinsville']",['S1100'],"['M', 'U']",1
1417,-1539200539818536194,-968257221080321413,3210029975,3210029975_2,3210029975_2_7,"(36.73273, -79.922165)","(35.83322, -80.275505)",127.976,90.0,"{'Highway': 14, 'No_category': 11}","{'Street': 4, 'Road': 1, 'State_Road': 18}","['Walmart Neighborhood Market', 'US 220 North', 'Fiddlers Creek', 'Sylvania Road', 'NC 68 South', 'Rangely Drive', 'Pauline Lane', 'Matthews Chapel Cemetery', 'Mocksville Road', 'John Gold Memorial Expressway', 'Sr4248', 'Will Drive', 'Shell', 'Garden Drive', 'Preston Branch', 'Abbotts Lake Court', '7846 McCloud Road', 'Swearing Creek', 'Wayside Manor']","['Greensboro', 'Fieldale', 'Oak Ridge', 'Madison', 'Colfax', 'Summerfield', 'Winston Salem', 'Stokesdale', 'Lexington', 'Ridgeway', 'Collinsville', 'Stoneville']",['S1100'],"['S', 'I', 'U']",2
1418,-1539200539818536194,-968257221080321413,3210029975,3210029975_3,3210029975_3_1,"(35.78364, -80.31079)","(35.38373, -80.688156)",59.332,40.0,"{'Highway': 8, 'No_category': 2}","{'Street': 2, 'Road': 1, 'State_Road': 8}","['Poplar Tent Road', 'Porter Road', 'Trading Ford Monument Site', 'Citgo', 'South Boundary Es Street', 'Cold Water Creek', 'Gussie Lane Northwest', 'Sides Road']","['East Spencer', 'Kannapolis', 'Linwood', 'China Grove', 'Concord']",['S1100'],['I'],1
1419,-1539200539818536194,-968257221080321413,3210029975,3210029975_3,3210029975_3_2,"(35.389687, -80.69421)","(35.126842, -80.93024)",49.488,40.0,"{'Highway': 7, 'No_category': 4}","{'Street': 2, 'Road': 3, 'State_Road': 7}","['Ruben Linker Road Northwest', 'Atrium Health Riverbend Family Practice', 'I 485', 'Lowwoods Circle', 'Jimmy Oehler Road', 'Continental Boulevard', 'Mobil', 'Steele Creek Road']","['Charlotte', 'Concord']",['S1100'],"['M', 'I', 'U']",3
1420,-1539200539818536194,-968257221080321413,3210029975,3210029975_3,3210029975_3_3,"(35.18246, -80.887405)","(35.74964, -78.64528)",261.02,165.0,"{'Steps': 1, 'Highway': 34, 'No_category': 5}","{'Street': 4, 'Road': 1, 'State_Road': 33}","['Kirkwood Drive', 'Tinnin Avenue', 'Jacob Court', 'Brundage Lane', 'Prospect Drive', 'Southern Season Production Center', 'Cold Water Creek', 'Oak Haven Court', '222 Cloister Court', 'Kallamdale Court', 'Mills Avenue Northwest', '6023 NC 86', '1901 Harrier Court', 'Hampton Inn', 'Julian Park Drive', '2311 Hedgepath Lane', 'Dan K Moore Freeway;I 40 West', 'Pace Drive', 'Wensil Ln', 'Hamby Creek', 'Jenny Branch', 'Aldi DC', 'Stony Creek', 'I 85 South', ""Sam's Club"", 'Yountz Road', '6500 Calaridge Lane', 'Lucille Way', 'US 52 North', 'Tar Creek', 'Laboratory Drive']","['Charlotte', 'Morrisville', 'Kannapolis', 'Linwood', 'Thomasville', 'Haw River', 'Lexington', 'Raleigh', 'Trinity', 'Washington', 'Concord', 'Greensboro', 'East Spencer', 'Durham', 'China Grove', 'Burlington', 'High Point', 'Whitsett', 'Hillsborough', 'Efland']",['S1100'],"['M', 'I', 'U']",2
1421,-1539200539818536194,-968257221080321413,3210029975,3210029975_3,3210029975_3_4,"(35.754097, -78.649994)","(37.192245, -77.53841)",226.633,150.0,"{'Highway': 28, 'No_category': 8}","{'Street': 4, 'State_Road': 30}","['21127 East Cox Road', '3019 Geer Street', 'South Miami Boulevard', 'I 40', 'D K Stainback Road', '15713 Hamilton Arms Road', '7901 Boydton Plank Road', 'US 1', 'T.W. Alexander Drive', 'Nutbush Creek', '21035 Denbigh Street', 'New Commerce Drive', 'SAS Building M', 'Poplar Creek', 'Annie Durham Road', 'Big Branch', 'I 85 South', 'Little Cattail Creek', 'Terrapin Creek', 'Ledge Creek', 'Campus Drive', 'Our Road', 'South Hoover Road', 'Butterwood Road', 'Service Road', 'Benton Street', 'Manorwood Drive', 'Dixie Bridge Road', 'Hinton Mill Road']","['Dolphin', 'Durham', 'Morrisville', 'Alberta', 'Raleigh', 'Henderson', 'Butner', 'Dinwiddie', 'Dewitt', 'Stem', 'Sutherland', 'Warfield', 'La Crosse', 'Ridgeway', 'McKenney']",['S1100'],"['M', 'I', 'U']",1
1422,-1539200539818536194,-968257221080321413,3210029975,3210029975_3,3210029975_3_5,"(37.198994, -77.422066)","(38.23741, -77.50986)",118.466,104.098,"{'Highway': 16, 'No_category': 5}","{'Street': 4, 'Road': 1, 'State_Road': 17}","['Temple Avenue', 'Candlewood Suites Fredericksburg', 'Willis Road', 'State Route 633', '10001 Southpoint Parkway', 'Richmond Slave Trail', 'East Duval Street', 'Stony Run', 'Axtell Street', '11038 Holly Ridge Lane', 'Commerce Road', '14201 Gala Court', '5400 Brook Road', '13167 Telcourt Road', '16116 Theme Park Way', '20405 Interstate 95', '600 North 16th Street']","['Doswell', 'Richmond', 'Ashland', 'Fredericksburg', 'Ruther Glen', 'Colonial Heights', 'Petersburg']",['S1100'],"['M', 'I']",1
1423,-1539200539818536194,-968257221080321413,3210029975,3210029975_3,3210029975_3_6,"(38.258842, -77.51315)","(38.93605, -76.72101)",116.975,75.0,"{'Highway': 15, 'No_category': 2}","{'Street': 2, 'State_Road': 15}","['Famous Footwear', '13011 Occoquan Road', 'Dominion Defense', 'Locust Shade Park', 'Strayer University', '3300 Crain Highway', 'Ramouth Church Road', '10844 Vista Gardens Drive', '9037 Congress Place', '2102 Brinkley Road', 'Capital Beltway', 'Target', 'Capital Beltway (Local)', 'Soaring Circle']","['Stafford', 'Andrews Air Force Base', 'Alexandria', 'Fredericksburg', 'Springfield', 'Dumfries', 'Hyattsville', 'Triangle', 'Lorton', 'Bowie']",['S1100'],"['M', 'I']",1
1424,-1539200539818536194,-968257221080321413,3210029975,3210029975_4,3210029975_4_1,"(38.9556, -76.692726)","(39.288235, -75.623245)",150.043,105.0,"{'Steps': 7, 'Highway': 17, 'No_category': 13}","{'Street': 2, 'Road': 1, 'State_Road': 21}","['Baynard Farm Lane', 'South Dupont Parkway', 'MD 544', 'MD 313', 'Price Post Office', 'Levels Road', '1618 Postal Road', '133 Riverview Avenue', 'Yorktowne Manor Court', 'South Bayberry Parkway', ""Queen Anne's County Department of Public Works"", 'Chesapeake Bay Bridge', 'Korean War Veterans Memorial Highway', 'MD 300', 'Boyds Corner Road', 'Winchester Creek Road', 'Harris Road', 'Blue Star Memorial Highway', '577 Pinedale Drive', 'Smyrna Police Department']","['Annapolis', 'Odessa', 'Stevensville', 'Townsend', 'Centreville', 'Queenstown', 'Warwick', 'Smyrna', 'Grasonville', 'Ellicott City', 'Millington', 'Bowie', 'Middletown']",['S1100'],"['S', 'I', 'U']",2
1425,-1539200539818536194,-968257221080321413,3210029975,3210029975_4,3210029975_4_2,"(39.334854, -75.633)","(38.771584, -76.053085)",115.375,95.0,"{'Steps': 6, 'Highway': 8, 'No_category': 16}","{'Street': 2, 'Road': 1, 'State_Road': 19}","['Emory Farm Lane', 'Andrew Lane', 'Jamison Corner Road', 'Blue Star Memorial Highway', '8155 Elliott Road', 'South Dupont Parkway', 'Edge Rd', 'Hopkins-Stafford Family Cemetery', 'Old Drawyers Presbyterian Church', 'Dudley Corner Road', 'Woodline Drive', 'Edgar Price Road', 'Carville Price Road', 'Queen Anne Highway', 'Sunoco', 'Stravinsky Avenue', 'Mill Stream Branch', 'Ocean Gateway']","['Massey', 'Odessa', 'Townsend', 'Wye Mills', 'Centreville', 'Warwick', 'Queenstown', 'Smyrna', 'Cordova', 'Sudlersville', 'Millington', 'Easton', 'Middletown']",['S1100'],"['U', 'S']",2
1426,-1539200539818536194,-968257221080321413,3210029975,3210029975_4,3210029975_4_3,"(38.802357, -76.059944)","(39.29366, -75.62259)",117.751,80.0,"{'Steps': 6, 'Highway': 8, 'No_category': 14}","{'Street': 1, 'Road': 1, 'State_Road': 17}","['Boyds Corner Road', 'Hope Road', 'Ratledge Road', 'Baynard Farm Lane', 'Travel Trailer Sales', 'Main Street', 'Prouse Road', 'South Dupont Parkway', 'Bunker Hill Road', 'Cedar Lane', 'Edgar Price Road', 'Lake Drive', 'MD 313', 'Millington Road', 'Clark Court', 'Dogwood View Road', 'Flying Acres Lane']","['Massey', 'Odessa', 'Townsend', 'Centreville', 'Queenstown', 'Warwick', 'Smyrna', 'Sudlersville', 'Millington', 'Easton', 'Middletown']",['S1100'],"['S', 'U']",2
1427,-1539200539818536194,-968257221080321413,3210029975,3210029975_5,3210029975_5_1,"(39.33518, -75.63367)","(39.89598, -74.91443)",112.705,80.0,"{'Steps': 9, 'Highway': 17, 'No_category': 6}","{'Street': 4, 'Road': 2, 'State_Road': 16}","['Lorewood Grove Road', 'Shreve Avenue', 'Harris Road', 'South Jessup Mills Road', 'Lake Narraticon Drive', 'Woodbury Creek', 'Lone Tree Drive', '8 Kingsley Avenue', ""Cabela's"", 'Walmart', 'Lotus Salon', 'South Dupont Parkway', 'Landers Lane Spur', 'New Jersey Turnpike', 'I 295 North', 'Korean War Veterans Memorial Highway', 'CR 616']","['Odessa', 'Townsend', 'Marlton', 'Woodbury', 'Barrington', 'Mount Royal', 'Swedesboro', 'Deepwater', 'Mount Laurel', 'Pedricktown', 'Smyrna']",['S1100'],"['M', 'I', 'S']",1
1428,-1539200539818536194,-968257221080321413,3210029975,3210029975_5,3210029975_5_2,"(39.919083, -74.945724)","(39.650627, -75.62279)",76.435,55.0,"{'Steps': 8, 'Highway': 13, 'No_category': 4}","{'Street': 1, 'Road': 1, 'State_Road': 12}","['East Songsmith Drive', ""Applebee's Neighborhood Grill & Bar"", 'Hesters Branch', 'Sassi Road', 'Clarion Hotel - The Belle', 'Delaware Turnpike', 'Stonebridge Bl', 'New Jersey Turnpike', 'Cleveland Avenue', 'Canal Street']","['Woodbury Heights', 'Bear', 'Mickleton', 'Penns Grove', 'New Castle', 'Barrington', 'Swedesboro', 'Deepwater', 'Mount Laurel']",['S1100'],"['M', 'I', 'S']",1
1429,-1539200539818536194,-968257221080321413,3210029975,3210029975_5,3210029975_5_3,"(39.63657, -75.65392)","(39.569145, -75.662224)",17.509,13.445,"{'Highway': 3, 'No_category': 2}",{'State_Road': 3},"['Friedman Drive', 'Parkman Court']","['New Castle', 'Saint Georges']",['S1100'],['S'],1
1430,-1539200539818536194,-968257221080321413,3210029975,3210029975_5,3210029975_5_4,"(39.616734, -75.64248)","(39.0965, -76.79997)",148.047,105.0,"{'Steps': 3, 'Highway': 25, 'No_category': 4}","{'Street': 1, 'Road': 2, 'State_Road': 22}","['Camerado Court', '6500 Kane Way', 'Creswell Road', '5608 Huntsmoor Road', 'Laurel Fort Meade Road', '3549 Russett Green', 'Feeder Road', 'Baltimore Beltway', 'McClenahan Granite Quarry', 'Operations Building 3', 'Pizza Hut', 'Mimosa Lane', 'Stanton Christiana Road', '8100 Lynhurst Road', 'Everist Drive', '11006 Pfeffers Road', 'Delaware Turnpike', '8219 Town Center Drive', 'Authority Drive', '606 Todds Lane', '3735 Torey Lane']","['Savage', 'Halethorpe', 'Laurel', 'Lutherville Timonium', 'Newark', 'Dundalk', 'Elk Mills', 'Perryville', 'Curtis Bay', 'Belcamp', 'Linthicum Heights', 'Upper Falls', 'Abingdon', 'Elkridge', 'Childs', 'Rosedale']",['S1100'],"['M', 'I', 'S']",1
1431,-1539200539818536194,-968257221080321413,3210029975,3210029975_5,3210029975_5_5,"(39.091953, -76.7571)","(39.890785, -75.53019)",178.539,150.0,"{'Steps': 7, 'Highway': 33, 'No_category': 9}","{'Street': 5, 'Road': 5, 'State_Road': 30}","['Aldan Avenue', '2001 Ramp', 'North Point Boulevard', 'McHenry Drive', 'Feeder Road', '2029 Chichester Avenue', 'Silverleaf Oak Road', '1 Turnpike Drive', 'John F. Kennedy Memorial Highway', 'A-Plus', 'Foulk Road', 'Baltimore Beltway', 'Honeygo Run', 'Avon Road', 'Calvary Road', 'AM 1370 Towers', '1408 Claridge Avenue', 'Wine & Spirits', '18 Philadelphia Road', 'Washington Boulevard', 'Costco Gasoline', 'Goodchild Yard Waste Dropoff', 'Wilmington Bypass', '2100 Emmorton Park Road', '7031 Columbia Gateway Drive', 'North East Quarry', 'Fort Armistead Road', 'Delaware Turnpike', 'Greenleaf Lane']","['White Marsh', 'Lutherville Timonium', 'Curtis Bay', 'Abingdon', 'Savage', 'Marcus Hook', 'Newark', 'Perryville', 'Wilmington', 'Belcamp', 'Linthicum Heights', 'Sparrows Point', 'Glen Mills', 'Fort George G Meade', 'Halethorpe', 'Dundalk', 'Elkridge', 'Rosedale', 'Claymont', 'Childs', 'Joppa']",['S1100'],"['M', 'I', 'S']",2
1432,-1539200539818536194,-968257221080321413,3210029975,3210029975_5,3210029975_5_6,"(39.890583, -75.50674)","(39.93714, -75.35543)",13.905,15.0,"{'Highway': 2, 'No_category': 4}","{'Street': 1, 'Road': 1, 'State_Road': 4}","['Verizon Wireless', 'Station Road', 'Baltimore Pike & New Middletown Road', 'Media Bypass']","['Lenni', 'Media', 'Glen Mills', 'Springfield']",['S1100'],['U'],1
1433,-1539200539818536194,-968257221080321413,3210029975,3210029975_6,3210029975_6_1,"(40.197212, -76.82584)","(40.094997, -78.52754)",156.378,100.0,"{'Steps': 19, 'Highway': 20, 'No_category': 5}","{'Street': 3, 'Road': 3, 'State_Road': 20}","['Creek Road', 'Eberly Road', 'Kirk Lane', 'Quaker Valley Road', 'Newville Road', 'Misty Meadows Drive', 'Cove Valley Travel Plaza', 'Glenmore Drive', 'Miller Lane', 'Nile Mile Run Road', 'Bedford Toll Plaza', 'Whistlestop Road', 'Mohawk Road', 'Beaver Ck Road', '21 Roadway Drive', 'Pennsylvania Turnpike', 'Loring Lane', 'Carpenter Lane', 'Ward Lane']","['New Cumberland', 'Plainfield', 'New Kingstown', 'Burnt Cabins', 'Bedford', 'Amberson', 'Breezewood', 'Fort Littleton', 'Fannettsburg', 'Newville', 'Wells Tannery', 'Mechanicsburg', 'Willow Hill', 'Everett']",['S1100'],['I'],1
1434,-1539200539818536194,-968257221080321413,3210029975,3210029975_6,3210029975_6_2,"(40.053303, -78.51083)","(38.866936, -78.53493)",185.184,140.0,"{'Steps': 4, 'Highway': 19, 'No_category': 20}","{'Street': 6, 'Road': 6, 'State_Road': 28}","['Sleepy Creek', 'Lincoln Highway', '461 West Reservoir Road', 'McIntyre Lane', 'Gainesboro Elementary School', 'Old 126', 'Hazelette Street', 'Ramseur Lane', 'Sheetz', 'Graves Drive', 'Warm Springs Run', 'North Frederick Pike', 'Home Mission Tabernacle', 'Route 70 Access Road', 'Rice Road', 'Lost Pond Court', 'Dixie Terrace', 'Acts Church', 'Henry Ford Drive', 'Trillium Lane', 'Heavenly Acres Ridge', 'West Main Street', 'Cedar Grove Church', 'Chapman Street']","['Berkeley Springs', 'Gettysburg', 'Breezewood', 'Everett', 'Winchester', 'Woodstock', 'Crystal Spring', 'Cross Junction', 'Stephens City', 'Warfordsburg', 'Maurertown', 'Hancock']",['S1100'],"['I', 'S']",1
1435,-1539200539818536194,-968257221080321413,3210029975,3210029975_6,3210029975_6_3,"(38.824455, -78.58334)","(38.631283, -78.770645)",29.133,20.0,"{'Highway': 3, 'No_category': 3}","{'Street': 1, 'Road': 3, 'State_Road': 3}","['375 South Main Street', 'Lincoln Court']","['Timberville', 'Edinburg', 'New Market']",['S1100'],['I'],1
